Year,Month,State,Solar MWh,Wind MWh,Temp,Precip
2007,4,DE,NA,NA,51,5.91
2007,5,DE,NA,NA,64.3,1.15
2007,6,DE,NA,NA,72.9,3.2
2007,7,DE,NA,NA,76.1,2.5
2007,8,DE,NA,NA,76.6,3.57
2007,9,DE,NA,NA,70,1.3
2007,10,DE,NA,NA,64.1,4.78
2007,11,DE,NA,NA,46.4,1.53
2007,12,DE,NA,NA,39.2,4.6
2008,1,DE,NA,NA,36.7,1.86
2008,2,DE,NA,NA,39.1,3.66
2008,3,DE,NA,NA,45.7,3.08
2008,4,DE,NA,NA,55.4,3.34
2008,5,DE,NA,NA,60.9,5.55
2008,6,DE,NA,NA,75.2,3.4
2008,7,DE,NA,NA,77.4,4.51
2008,8,DE,NA,NA,73.4,1.02
2008,9,DE,NA,NA,69.6,4.38
2008,10,DE,NA,NA,56.2,1.83
2008,11,DE,NA,NA,45.4,4.73
2008,12,DE,NA,NA,40.7,5.25
2009,1,DE,NA,NA,30.7,2.36
2009,2,DE,NA,NA,38.5,0.44
2009,3,DE,NA,NA,43.3,2.36
2009,4,DE,NA,NA,55,5.3
2009,5,DE,NA,NA,63.8,5.01
2009,6,DE,NA,NA,70.9,5.6
2009,7,DE,NA,NA,74.5,2.55
2009,8,DE,NA,NA,77.2,8.23
2009,9,DE,NA,NA,66.9,5.18
2009,10,DE,NA,NA,56.6,6.65
2009,11,DE,NA,NA,50.6,4.55
2009,12,DE,NA,NA,37.1,7.71
2010,1,DE,NA,0,33.4,2.85
2010,2,DE,NA,0,31.4,3.85
2010,3,DE,NA,0,48.1,6.46
2010,4,DE,NA,0,57.5,1.91
2010,5,DE,NA,0,66.2,2.21
2010,6,DE,NA,0,77.4,2.13
2010,7,DE,NA,269,79.9,4.29
2010,8,DE,NA,181,77,3.38
2010,9,DE,NA,366,71.4,3.71
2010,10,DE,NA,626,58.6,5.64
2010,11,DE,NA,492,47.5,2.03
2010,12,DE,NA,623,31.7,2.1
2011,1,DE,NA,432.79,30.3,3.18
2011,2,DE,NA,490.27,38.8,2.36
2011,3,DE,253.45,482.64,43.9,4.05
2011,4,DE,168.16,496.65,57.2,3.3
2011,5,DE,173.27,213.24,66.4,2.38
2011,6,DE,89.26,265.09,74.3,1.86
2011,7,DE,1293.65,186.73,80.6,3.7
2011,8,DE,1171.71,252.74,75.5,10.04
2011,9,DE,1806.79,277.79,70.7,4.17
2011,10,DE,1008.16,564.23,57.2,2.76
2011,11,DE,1470.36,570.54,50.8,3.62
2011,12,DE,845,592.3,43.4,3.14
2012,1,DE,1434.85,571.68,39.3,2.12
2012,2,DE,1034.17,416.76,41.1,2.21
2012,3,DE,2376.03,381.15,52.4,1.07
2012,4,DE,2675.5,359.94,55,2.71
2012,5,DE,2409.63,166.34,67.8,2.44
2012,6,DE,2086.89,254.36,72.9,2.99
2012,7,DE,2530.92,232.21,80.9,3.16
2012,8,DE,1910.67,116.41,76.8,5.82
2012,9,DE,1658.05,181.43,68.4,3.76
2012,10,DE,1741.28,277.94,59.4,8.1
2012,11,DE,1236.6,294.83,43.5,0.98
2012,12,DE,1464.4,384.96,44.2,3.96
2013,1,DE,2038.01,549.13,37.4,3.03
2013,2,DE,2809.8,501.48,35.9,2.67
2013,3,DE,3633.05,547.05,40.5,3.54
2013,4,DE,3117.38,455.75,54.6,3.68
2013,5,DE,4582.99,435.75,63.7,2.89
2013,6,DE,4627.36,244.23,73.5,9.56
2013,7,DE,4317.27,176.75,79.2,6.57
2013,8,DE,4371.26,180.54,73.4,6.01
2013,9,DE,4566.47,164.93,66.7,1.08
2013,10,DE,4641.9,200.53,59.5,4.28
2013,11,DE,2976.01,512.29,45.1,2.48
2013,12,DE,3045.51,489.57,40.4,4.96
2014,1,DE,2803.73,481.21,30,3.09
2014,2,DE,3287.93,401.6,33.9,4.54
2014,3,DE,5074.43,465.35,39.6,3.87
2014,4,DE,5836.24,493.48,52.9,4.4
2014,5,DE,6470.65,390.47,64.9,3.06
2014,6,DE,7070.63,356.53,72.8,2.59
2014,7,DE,6176.37,298.41,75.8,5.24
2014,8,DE,5994.62,235.19,72.6,4.37
2014,9,DE,5541.41,283.21,69.1,3.59
2014,10,DE,4534.55,389.63,59.4,2.44
2014,11,DE,3564.21,526.57,44.6,3.96
2014,12,DE,2242.77,383.01,41,3.85
2015,1,DE,2498,577,32.1,4.96
2015,2,DE,2049,500,26.3,2.32
2015,3,DE,3730,669,40,4.53
2015,4,DE,4240,499,54.2,3.13
2015,5,DE,6017,271,67.9,1.5
2015,6,DE,5609,385,73.6,9.01
2015,7,DE,6009,236,76.9,3.33
2015,8,DE,5358,160,75.1,2.81
2015,9,DE,3661,254,72,3.2
2015,10,DE,3289,464,56.5,3.84
2015,11,DE,2421,566,51.6,3.02
2015,12,DE,3629,545,50.8,4.62
2016,1,DE,2019,603,34.3,2.67
2016,2,DE,2466,612,38.5,3.79
2016,3,DE,3694,504,49.7,1.73
2016,4,DE,3870,444,53.1,2.73
2016,5,DE,4168,279,61.7,5.88
2016,6,DE,4121,339,72.4,3.72
2016,7,DE,4290,254,79.6,5.53
2016,8,DE,5278,211,78.6,3.03
2016,9,DE,5042,256,72,9.98
2016,10,DE,5119,486,60.3,2.87
2016,11,DE,5281,513,49,0.79
2016,12,DE,5737,822,39.2,2.95
2017,1,DE,2927,498,39.1,3
2017,2,DE,3573,466,44.4,1.24
2017,3,DE,4399,769,43.8,4.46
2017,4,DE,4941,360,59.6,2.63
2017,5,DE,5402,464,62.8,5.68
2017,6,DE,4620,180,73.6,2.32
2017,7,DE,5156,203,78.4,8.04
2017,8,DE,4655,266,74,7.91
2017,9,DE,4470,404,69.8,2.57
2017,10,DE,3893,383,62.4,3.59
2017,11,DE,3438,525,47.5,2.04
2017,12,DE,2811,447,36.1,1.05
2018,1,DE,3266,368,32.8,2.98
2018,2,DE,3151,496,43.2,4.97
2018,3,DE,4662,761,40.5,4.09
2018,4,DE,5056,623,51.6,3.4
2018,5,DE,4303,314,68.3,6.99
2018,6,DE,4886,269,72.6,3.97
2018,7,DE,4943,296,77.2,5.77
2018,8,DE,5040,211,78.6,4.53
2018,9,DE,4122,386,73.6,6.61
2018,10,DE,4348,381,60.2,5.04
2018,11,DE,3163,613,45.7,6.85
2018,12,DE,2849,489,41.4,4.82
2019,1,DE,3289,619,35.3,3.45
2019,2,DE,3239,421,38.7,3.47
2019,3,DE,5029,582,43.2,3.59
2019,4,DE,5284,532,58.7,3.57
2019,5,DE,5699,434,66.9,4.48
2019,6,DE,5060,395,73.8,5.01
2019,7,DE,5388,146,79.8,3.41
2019,8,DE,4906,248,76.4,3.14
2019,9,DE,5024,341,71.6,1.32
2019,10,DE,4108,559,61.5,4.13
2019,11,DE,3676,542,43.6,1.38
2019,12,DE,3106,451,40,4.07
2020,1,DE,3169,559,40.3,3.2
2020,2,DE,3772,468,42,3.29
2020,3,DE,4684,509,49.6,3.64
2020,4,DE,5613,608,52,3.96
2020,5,DE,6543,542,60.8,2.63
2020,6,DE,6929,324,73.8,2.51
2020,7,DE,7052,188,80.8,6.37
2020,8,DE,5848,256,77.4,8.85
2020,9,DE,5090,349,68.9,4.34
2020,10,DE,4433,378,60.2,5.28
2020,11,DE,3774,422,51.9,5.8
2020,12,DE,3005,576,40,6.03
2000,1,FL,NA,NA,58.4,2.21
2000,2,FL,NA,NA,60.5,1.08
2000,3,FL,NA,NA,67.6,2.56
2000,4,FL,NA,NA,68.1,2.1
2000,5,FL,NA,NA,77.3,0.91
2000,6,FL,NA,NA,80.5,5.72
2000,7,FL,NA,NA,82.3,6.45
2000,8,FL,NA,NA,81.7,5.28
2000,9,FL,NA,NA,79.5,8.48
2000,10,FL,NA,NA,70.9,1.86
2000,11,FL,NA,NA,63.4,2.02
2000,12,FL,NA,NA,56.7,1.62
2001,1,FL,NA,NA,53,1.27
2001,2,FL,NA,NA,65.2,0.72
2001,3,FL,NA,NA,64.3,6.52
2001,4,FL,NA,NA,70,0.99
2001,5,FL,NA,NA,74.9,2.35
2001,6,FL,NA,NA,80.1,8.17
2001,7,FL,NA,NA,81.3,9.4
2001,8,FL,NA,NA,81.4,6.74
2001,9,FL,NA,NA,77.6,10.41
2001,10,FL,NA,NA,71.6,2.72
2001,11,FL,NA,NA,67.7,1.57
2001,12,FL,NA,NA,64.1,1.35
2002,1,FL,NA,NA,59.3,3
2002,2,FL,NA,NA,59.5,2.68
2002,3,FL,NA,NA,66.6,2.7
2002,4,FL,NA,NA,73.6,2.41
2002,5,FL,NA,NA,76.7,2.36
2002,6,FL,NA,NA,79.6,10.19
2002,7,FL,NA,NA,81.5,7.61
2002,8,FL,NA,NA,81.1,7.37
2002,9,FL,NA,NA,81,6.63
2002,10,FL,NA,NA,76.2,3.72
2002,11,FL,NA,NA,63.1,3.64
2002,12,FL,NA,NA,57.3,6.18
2003,1,FL,NA,NA,52.2,1.5
2003,2,FL,NA,NA,61.2,3.79
2003,3,FL,NA,NA,69.8,6.47
2003,4,FL,NA,NA,69.4,2.86
2003,5,FL,NA,NA,78.1,4.25
2003,6,FL,NA,NA,80.1,10.7
2003,7,FL,NA,NA,81.4,7.25
2003,8,FL,NA,NA,81.1,8.6
2003,9,FL,NA,NA,78.9,5.96
2003,10,FL,NA,NA,73.5,2.69
2003,11,FL,NA,NA,68.6,2.45
2003,12,FL,NA,NA,56.1,2.25
2004,1,FL,NA,NA,56.8,2.28
2004,2,FL,NA,NA,59.3,5.25
2004,3,FL,NA,NA,65.7,1.02
2004,4,FL,NA,NA,67.4,2.22
2004,5,FL,NA,NA,76.3,1.77
2004,6,FL,NA,NA,81.3,7.94
2004,7,FL,NA,NA,81.8,6.91
2004,8,FL,NA,NA,81.4,9.85
2004,9,FL,NA,NA,79.9,12.52
2004,10,FL,NA,NA,74.5,2.57
2004,11,FL,NA,NA,67.4,2.49
2004,12,FL,NA,NA,58,2.4
2005,1,FL,NA,NA,60,1.76
2005,2,FL,NA,NA,60.8,2.47
2005,3,FL,NA,NA,63,5.73
2005,4,FL,NA,NA,66.7,4.96
2005,5,FL,NA,NA,74.4,3.96
2005,6,FL,NA,NA,79.9,11.09
2005,7,FL,NA,NA,83.3,7.22
2005,8,FL,NA,NA,83.2,7.04
2005,9,FL,NA,NA,80.8,4.29
2005,10,FL,NA,NA,73.6,4.84
2005,11,FL,NA,NA,67.3,2.88
2005,12,FL,NA,NA,57,3.24
2006,1,FL,NA,NA,60.8,1.47
2006,2,FL,NA,NA,58.3,4.08
2006,3,FL,NA,NA,64.8,0.43
2006,4,FL,NA,NA,72.4,1.44
2006,5,FL,NA,NA,75.7,2.67
2006,6,FL,NA,NA,80.5,5.57
2006,7,FL,NA,NA,82,6.27
2006,8,FL,NA,NA,82.8,6.76
2006,9,FL,NA,NA,79.3,5.25
2006,10,FL,NA,NA,72.1,1.97
2006,11,FL,NA,NA,63.4,1.85
2006,12,FL,NA,NA,64.2,3.24
2007,1,FL,NA,NA,61.3,2.53
2007,2,FL,NA,NA,58.1,2.41
2007,3,FL,NA,NA,66.3,1.24
2007,4,FL,NA,NA,68.4,2.15
2007,5,FL,NA,NA,74.9,1.37
2007,6,FL,NA,NA,80,6.11
2007,7,FL,NA,NA,82.4,7.5
2007,8,FL,NA,NA,83.7,4.94
2007,9,FL,NA,NA,80.5,6.2
2007,10,FL,NA,NA,76.2,5.64
2007,11,FL,NA,NA,64.8,1.16
2007,12,FL,NA,NA,64.4,2.47
2008,1,FL,NA,NA,58.3,2.85
2008,2,FL,NA,NA,63,4.13
2008,3,FL,NA,NA,64.7,3.39
2008,4,FL,NA,NA,69.5,3.41
2008,5,FL,NA,NA,76.4,1.58
2008,6,FL,NA,NA,80.9,6.65
2008,7,FL,NA,NA,81.2,8.1
2008,8,FL,NA,NA,81.3,12.77
2008,9,FL,NA,NA,79.7,3.19
2008,10,FL,NA,NA,71.4,3.64
2008,11,FL,NA,NA,61.5,1.39
2008,12,FL,NA,NA,62,2.03
2009,1,FL,NA,NA,57.2,1.85
2009,2,FL,NA,NA,57.3,1.32
2009,3,FL,NA,NA,65.3,2.78
2009,4,FL,NA,NA,69.6,3.72
2009,5,FL,NA,NA,76.6,8.91
2009,6,FL,NA,NA,81.9,6.03
2009,7,FL,NA,NA,81.7,6.65
2009,8,FL,NA,NA,82.1,6.46
2009,9,FL,NA,NA,80.5,5.88
2009,10,FL,3876,NA,75.3,2.22
2009,11,FL,3179,NA,66,2.24
2009,12,FL,2415,NA,60.4,5.71
2010,1,FL,3526,NA,52.5,4.23
2010,2,FL,3038,NA,52.6,3.7
2010,3,FL,4665,NA,59,5.87
2010,4,FL,8376,NA,69.7,2.75
2010,5,FL,8632,NA,78.5,4.22
2010,6,FL,8752,NA,83.1,5.24
2010,7,FL,7623,NA,83.4,6
2010,8,FL,7624,NA,83.5,8.16
2010,9,FL,7949,NA,80.9,4.33
2010,10,FL,7762,NA,72.1,0.44
2010,11,FL,6430,NA,64.9,2.07
2010,12,FL,6064,NA,50.1,1.11
2011,1,FL,9012.22,NA,54.9,4.24
2011,2,FL,11729.03,NA,61.8,1.93
2011,3,FL,19904.59,NA,66.5,4.06
2011,4,FL,13197.77,NA,73,2.16
2011,5,FL,13604.54,NA,76.2,1.61
2011,6,FL,7211.46,NA,82.1,4.74
2011,7,FL,8448.63,NA,82.6,6.96
2011,8,FL,7639.79,NA,83.7,6.65
2011,9,FL,11983.63,NA,79.7,5.53
2011,10,FL,6552.69,NA,70.5,5.73
2011,11,FL,9746.27,NA,66.4,1.41
2011,12,FL,6695.39,NA,62.8,1.75
2012,1,FL,12460.81,NA,59.3,1.13
2012,2,FL,8976.36,NA,64.3,2.53
2012,3,FL,20654.8,NA,70.3,2.34
2012,4,FL,23263.28,NA,71.2,2.63
2012,5,FL,20554.22,NA,77.6,5.29
2012,6,FL,18141.11,NA,79.3,12.57
2012,7,FL,22004.94,NA,82.4,5.84
2012,8,FL,16768.35,NA,81.5,10.38
2012,9,FL,14548.89,NA,79.5,5.59
2012,10,FL,15277.47,NA,73.2,3.65
2012,11,FL,10843.46,NA,62.1,0.43
2012,12,FL,10122.3,NA,62,2.71
2013,1,FL,10978.97,NA,64,0.8
2013,2,FL,15152.72,NA,61.8,4.43
2013,3,FL,19595.39,NA,59.1,1.94
2013,4,FL,16813.05,NA,71.4,3.96
2013,5,FL,24730.35,NA,74,4.62
2013,6,FL,24970.97,NA,81.1,8.63
2013,7,FL,23301.06,NA,80.8,11.68
2013,8,FL,21162.13,NA,82.2,7.56
2013,9,FL,17217.42,NA,80,6.05
2013,10,FL,19093.9,NA,74,1.58
2013,11,FL,7885.83,NA,67.1,3.11
2013,12,FL,9000.2,NA,64.7,2.51
2014,1,FL,10503.03,NA,54.5,3.91
2014,2,FL,15411.14,NA,62.8,3.52
2014,3,FL,21125.99,NA,63.5,5.2
2014,4,FL,20821.79,NA,70.5,5.29
2014,5,FL,26713.54,NA,76,4.74
2014,6,FL,23695.12,NA,80.3,5.88
2014,7,FL,23189.52,NA,81.8,7.18
2014,8,FL,24227.6,NA,82.9,5.24
2014,9,FL,21358.01,NA,79.7,8.85
2014,10,FL,26310.38,NA,72.7,2.48
2014,11,FL,13695.91,NA,61.1,4.06
2014,12,FL,14212.53,NA,61.9,2.78
2015,1,FL,11645,NA,58.6,2.84
2015,2,FL,6764,NA,56.5,3.23
2015,3,FL,18955,NA,69.5,2
2015,4,FL,20595,NA,75.1,4.28
2015,5,FL,29189,NA,77.5,2.39
2015,6,FL,28174,NA,81.7,6.05
2015,7,FL,29885,NA,82.8,7.83
2015,8,FL,27648,NA,82.4,8.44
2015,9,FL,16999,NA,80,6.67
2015,10,FL,15258,NA,74.4,1.84
2015,11,FL,11029,NA,72.2,3.8
2015,12,FL,7792,NA,69.6,3.49
2016,1,FL,8996,NA,56.9,6.05
2016,2,FL,15544,NA,59.4,3.25
2016,3,FL,18026,NA,68.8,3.43
2016,4,FL,27838,NA,71.2,2.93
2016,5,FL,33493,NA,76.2,4.62
2016,6,FL,24298,NA,81.9,7.11
2016,7,FL,19405,NA,84,4.87
2016,8,FL,19995,NA,83,8.12
2016,9,FL,17709,NA,81.1,7.43
2016,10,FL,12941,NA,74.6,2.67
2016,11,FL,14755,NA,66.6,0.21
2016,12,FL,10983,NA,65.9,2.72
2017,1,FL,47769,NA,62.8,3.71
2017,2,FL,53392,NA,65.5,1.88
2017,3,FL,67495,NA,66.2,1.24
2017,4,FL,67420,NA,72.3,2.23
2017,5,FL,73922,NA,77.1,3.84
2017,6,FL,61022,NA,80.2,12.26
2017,7,FL,67479,NA,82.8,7.57
2017,8,FL,71544,NA,82.8,8.52
2017,9,FL,72297,NA,80.4,8.87
2017,10,FL,66651,NA,74.9,5.19
2017,11,FL,98834,NA,67.4,1.64
2017,12,FL,128601,NA,61.7,1.68
2018,1,FL,155006,NA,55,2.96
2018,2,FL,168909,NA,69.2,2.4
2018,3,FL,246392,NA,63,2.15
2018,4,FL,238649,NA,70.2,3.74
2018,5,FL,186325,NA,76.4,9.31
2018,6,FL,209388,NA,81.5,6.59
2018,7,FL,208350,NA,82.4,8.4
2018,8,FL,210296,NA,82.2,7.61
2018,9,FL,203211,NA,82.4,4.91
2018,10,FL,228032,NA,76.5,2.12
2018,11,FL,181410,NA,66.7,3.15
2018,12,FL,176096,NA,61.8,7.18
2019,1,FL,237039,NA,58.4,3.98
2019,2,FL,251760,NA,67.5,1.98
2019,3,FL,364883,NA,65.7,1.94
2019,4,FL,399158,NA,71.2,3.12
2019,5,FL,405635,NA,78.8,3.41
2019,6,FL,342601,NA,82.3,7.99
2019,7,FL,348368,NA,82.8,7.53
2019,8,FL,323705,NA,82.9,8.79
2019,9,FL,374657,NA,81.9,1.73
2019,10,FL,317664,NA,77.9,5.16
2019,11,FL,285864,NA,64.9,1.83
2019,12,FL,250113,NA,63.9,4.64
2020,1,FL,355933,NA,61.7,1.54
2020,2,FL,398478,NA,63.6,3.44
2020,3,FL,537148,NA,71.1,0.54
2020,4,FL,573328,NA,73.1,4.3
2020,5,FL,709294,NA,75.7,5.05
2020,6,FL,643765,NA,81,7.34
2020,7,FL,662752,NA,83,8.18
2020,8,FL,635830,NA,83.2,7.93
2020,9,FL,541095,NA,80.6,9.18
2020,10,FL,523469,NA,77.1,4.34
2020,11,FL,453538,NA,70.8,3.87
2020,12,FL,524315,NA,57.5,2.34
2000,1,GA,NA,NA,46.2,4.68
2000,2,GA,NA,NA,51.6,1.8
2000,3,GA,NA,NA,59.1,4.74
2000,4,GA,NA,NA,60.6,2.7
2000,5,GA,NA,NA,73.9,1
2000,6,GA,NA,NA,78,3.89
2000,7,GA,NA,NA,80.8,3.55
2000,8,GA,NA,NA,79.5,4.22
2000,9,GA,NA,NA,72.6,6.68
2000,10,GA,NA,NA,63.7,0.48
2000,11,GA,NA,NA,53.6,4.3
2000,12,GA,NA,NA,40.6,3.34
2001,1,GA,NA,NA,43.3,2.83
2001,2,GA,NA,NA,53.6,2.02
2001,3,GA,NA,NA,53.8,8.97
2001,4,GA,NA,NA,64.2,1.84
2001,5,GA,NA,NA,70.8,2.7
2001,6,GA,NA,NA,76.4,7.38
2001,7,GA,NA,NA,79.3,5.23
2001,8,GA,NA,NA,79.3,2.93
2001,9,GA,NA,NA,72.1,3.92
2001,10,GA,NA,NA,61.7,0.86
2001,11,GA,NA,NA,59.9,1.37
2001,12,GA,NA,NA,52.9,1.75
2002,1,GA,NA,NA,48.1,4.11
2002,2,GA,NA,NA,48.4,2.33
2002,3,GA,NA,NA,56.9,5.6
2002,4,GA,NA,NA,67.9,2.18
2002,5,GA,NA,NA,70.2,3.15
2002,6,GA,NA,NA,77.4,3.51
2002,7,GA,NA,NA,80.8,4.42
2002,8,GA,NA,NA,79.6,3.72
2002,9,GA,NA,NA,76.8,6.13
2002,10,GA,NA,NA,68.2,4.43
2002,11,GA,NA,NA,52.3,4.88
2002,12,GA,NA,NA,45.7,5.26
2003,1,GA,NA,NA,42.3,1.77
2003,2,GA,NA,NA,48.9,5.31
2003,3,GA,NA,NA,59,7.33
2003,4,GA,NA,NA,62.7,4.73
2003,5,GA,NA,NA,71.7,6.33
2003,6,GA,NA,NA,76.1,7.22
2003,7,GA,NA,NA,78.7,7.59
2003,8,GA,NA,NA,79.2,5.78
2003,9,GA,NA,NA,73.1,2.88
2003,10,GA,NA,NA,64.4,2.99
2003,11,GA,NA,NA,59.4,2.82
2003,12,GA,NA,NA,44.3,2.48
2004,1,GA,NA,NA,45,2.85
2004,2,GA,NA,NA,46.1,5.34
2004,3,GA,NA,NA,59,0.92
2004,4,GA,NA,NA,62.2,2.1
2004,5,GA,NA,NA,73.6,3
2004,6,GA,NA,NA,78.1,7.32
2004,7,GA,NA,NA,80.1,4.31
2004,8,GA,NA,NA,77.6,4.78
2004,9,GA,NA,NA,73.6,12.02
2004,10,GA,NA,NA,67.7,1.85
2004,11,GA,NA,NA,57.9,4.65
2004,12,GA,NA,NA,46.8,3.02
2005,1,GA,NA,NA,49.5,2.22
2005,2,GA,NA,NA,50.9,4.31
2005,3,GA,NA,NA,53.7,6.93
2005,4,GA,NA,NA,60.7,4.96
2005,5,GA,NA,NA,68.3,3.03
2005,6,GA,NA,NA,76.6,7.62
2005,7,GA,NA,NA,80.9,8.22
2005,8,GA,NA,NA,80.3,6.04
2005,9,GA,NA,NA,77,0.99
2005,10,GA,NA,NA,65.8,3.31
2005,11,GA,NA,NA,57,2.92
2005,12,GA,NA,NA,44.8,4.19
2006,1,GA,NA,NA,51.8,4.1
2006,2,GA,NA,NA,47.4,4.35
2006,3,GA,NA,NA,56.1,1.54
2006,4,GA,NA,NA,67,2.48
2006,5,GA,NA,NA,70.4,2.66
2006,6,GA,NA,NA,77.4,3.58
2006,7,GA,NA,NA,81,3.05
2006,8,GA,NA,NA,81.6,4.35
2006,9,GA,NA,NA,73.3,3.41
2006,10,GA,NA,NA,62.5,3.01
2006,11,GA,NA,NA,54.2,3.01
2006,12,GA,NA,NA,51.9,3.46
2007,1,GA,NA,NA,49.2,4.24
2007,2,GA,NA,NA,46.7,2.74
2007,3,GA,NA,NA,60,2.17
2007,4,GA,NA,NA,60.9,1.79
2007,5,GA,NA,NA,70.5,0.59
2007,6,GA,NA,NA,77.7,4.49
2007,7,GA,NA,NA,78.9,5.33
2007,8,GA,NA,NA,83.2,4.06
2007,9,GA,NA,NA,75.8,3.1
2007,10,GA,NA,NA,67.8,2.72
2007,11,GA,NA,NA,54,1.32
2007,12,GA,NA,NA,52.9,5.52
2008,1,GA,NA,NA,45,3.4
2008,2,GA,NA,NA,50.8,5.67
2008,3,GA,NA,NA,55.4,3.63
2008,4,GA,NA,NA,62.6,3.24
2008,5,GA,NA,NA,70.3,2.61
2008,6,GA,NA,NA,79.4,2.52
2008,7,GA,NA,NA,79.7,4.87
2008,8,GA,NA,NA,78.9,7.45
2008,9,GA,NA,NA,74.6,1.19
2008,10,GA,NA,NA,62.4,4.44
2008,11,GA,NA,NA,51.4,3.59
2008,12,GA,NA,NA,51.7,4.38
2009,1,GA,NA,NA,46.3,2.65
2009,2,GA,NA,NA,47.7,2.29
2009,3,GA,NA,NA,56.4,6.62
2009,4,GA,NA,NA,61.8,6.73
2009,5,GA,NA,NA,71.3,6.39
2009,6,GA,NA,NA,79.8,2.81
2009,7,GA,NA,NA,78.5,3.62
2009,8,GA,NA,NA,78.8,5.65
2009,9,GA,NA,NA,74.5,5.95
2009,10,GA,NA,NA,64.1,5.75
2009,11,GA,NA,NA,55.6,3.94
2009,12,GA,NA,NA,46.2,9.08
2010,1,GA,NA,NA,41.8,6.05
2010,2,GA,NA,NA,42.1,3.57
2010,3,GA,NA,NA,52.1,3.68
2010,4,GA,NA,NA,64.5,2.36
2010,5,GA,NA,NA,73.6,5.15
2010,6,GA,NA,NA,81,4.27
2010,7,GA,NA,NA,82.2,3.71
2010,8,GA,NA,NA,82.2,5.15
2010,9,GA,NA,NA,76.5,3.27
2010,10,GA,NA,NA,64.8,1.48
2010,11,GA,NA,NA,54.8,2.08
2010,12,GA,NA,NA,39.9,2.27
2011,1,GA,NA,NA,41.8,3.33
2011,2,GA,NA,NA,51.1,3.7
2011,3,GA,NA,NA,57.8,5.97
2011,4,GA,NA,NA,65.8,2.84
2011,5,GA,NA,NA,71.3,1.15
2011,6,GA,NA,NA,81.1,3.63
2011,7,GA,NA,NA,81.9,4.54
2011,8,GA,NA,NA,82.2,2.44
2011,9,GA,NA,NA,73.6,3.86
2011,10,GA,NA,NA,61.6,2.59
2011,11,GA,NA,NA,56.2,2.83
2011,12,GA,NA,NA,51.3,3.23
2012,1,GA,85.07,NA,50,3.04
2012,2,GA,61.32,NA,52.8,2.92
2012,3,GA,140.87,NA,64.8,4.24
2012,4,GA,158.63,NA,65.6,1.59
2012,5,GA,142.86,NA,73.5,3.99
2012,6,GA,391.34,NA,75.6,4.73
2012,7,GA,395.52,NA,82.2,4.44
2012,8,GA,330.25,NA,78.1,6.25
2012,9,GA,370.28,NA,74,2.91
2012,10,GA,354.92,NA,64.7,1.91
2012,11,GA,263.3,NA,52.6,1.07
2012,12,GA,226.33,NA,52.1,4.93
2013,1,GA,209.61,NA,52.5,3.32
2013,2,GA,288.99,NA,48.8,9.62
2013,3,GA,373.67,NA,50.2,3.99
2013,4,GA,320.63,NA,62.9,5.09
2013,5,GA,471.37,NA,68.4,3.78
2013,6,GA,475.93,NA,77.8,7.56
2013,7,GA,444.04,NA,78.2,9.6
2013,8,GA,403.44,NA,78,7.6
2013,9,GA,421.46,NA,74.5,2.37
2013,10,GA,428.42,NA,65,0.94
2013,11,GA,4677.9,NA,53.2,3.23
2013,12,GA,5981.85,NA,51.2,6.39
2014,1,GA,7968.55,NA,40,3.33
2014,2,GA,7958.53,NA,49.8,4.06
2014,3,GA,11454.11,NA,52.9,4.41
2014,4,GA,12474.73,NA,63.1,7.35
2014,5,GA,13988.46,NA,71.2,3.87
2014,6,GA,13880.96,NA,78.3,3.64
2014,7,GA,12991.16,NA,78.9,3.96
2014,8,GA,13004.86,NA,79.2,3.37
2014,9,GA,11595.06,NA,75.5,4.97
2014,10,GA,11298.57,NA,65.6,2.78
2014,11,GA,8728.86,NA,49.8,4.36
2014,12,GA,6417.68,NA,51.3,5.31
2015,1,GA,7721,NA,44.9,3.64
2015,2,GA,8586,NA,43.2,4.49
2015,3,GA,9417,NA,58.8,2.81
2015,4,GA,10172,NA,66.8,6.2
2015,5,GA,13417,NA,72.4,2.17
2015,6,GA,12331,NA,79.3,4.25
2015,7,GA,12799,NA,81.5,4.65
2015,8,GA,11501,NA,79.5,5.78
2015,9,GA,9497,NA,73.8,3.75
2015,10,GA,9033,NA,64.8,3.23
2015,11,GA,7997,NA,59.8,6.28
2015,12,GA,16981,NA,58.9,8.49
2016,1,GA,25158,NA,44.4,3.78
2016,2,GA,33730,NA,50,4.87
2016,3,GA,42919,NA,60.9,3.03
2016,4,GA,48336,NA,63.9,4.16
2016,5,GA,59471,NA,70.8,2.78
2016,6,GA,57371,NA,79.7,4.02
2016,7,GA,65653,NA,82.8,2.75
2016,8,GA,81897,NA,81.6,4
2016,9,GA,96946,NA,77.5,3.49
2016,10,GA,115081,NA,67.8,1.39
2016,11,GA,121406,NA,58,0.95
2016,12,GA,132955,NA,52.1,5.68
2017,1,GA,133501,NA,53.2,7.72
2017,2,GA,147911,NA,56.5,2.09
2017,3,GA,159720,NA,58,2.11
2017,4,GA,198112,NA,67.5,3.74
2017,5,GA,224764,NA,71.4,5.6
2017,6,GA,182713,NA,76.6,6.36
2017,7,GA,213532,NA,80.6,4.86
2017,8,GA,187531,NA,79.4,4.58
2017,9,GA,179357,NA,74,5.01
2017,10,GA,140934,NA,67,3.54
2017,11,GA,131145,NA,56.4,1
